image,width,height
https://www.e-rara.ch/zuz/i3f/v20/12567000,2304,2122
https://www.e-rara.ch/zuz/i3f/v20/12567004,2320,2133
https://www.e-rara.ch/zuz/i3f/v20/12567008,2298,2122
https://www.e-rara.ch/zuz/i3f/v20/12567012,2298,2138
https://www.e-rara.ch/zuz/i3f/v20/12567016,2245,2138
https://www.e-rara.ch/zuz/i3f/v20/12567020,2111,2293
https://www.e-rara.ch/zuz/i3f/v20/12567024,2138,2314
https://www.e-rara.ch/zuz/i3f/v20/12895537,2138,2298
https://www.e-rara.ch/zuz/i3f/v20/12801074,2277,2170
https://www.e-rara.ch/zuz/i3f/v20/12895541,2133,2282
https://www.e-rara.ch/zuz/i3f/v20/12895545,2309,2122
https://www.e-rara.ch/zuz/i3f/v20/12895549,2133,2298
https://www.e-rara.ch/zuz/i3f/v20/12895553,2085,2234
https://www.e-rara.ch/zuz/i3f/v20/12895557,2170,2293
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170797,4812,4524
https://www.e-rara.ch/zuz/i3f/v20/12895561,2325,2127
https://www.e-rara.ch/zuz/i3f/v20/12895565,2261,2090
https://www.e-rara.ch/zuz/i3f/v20/12895569,2288,2117
https://www.e-rara.ch/zuz/i3f/v20/11904262,10339,9192
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170802,3454,3476
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170812,3454,3483
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170817,2465,2399
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170821,2466,2377
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170826,2557,2518
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170831,3183,3453
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170835,2788,2473
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170840,4337,3453
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170845,3590,3445
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170850,3703,3453
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170855,2685,2473
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170859,3990,4124
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170864,3899,4154
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1170869,3168,3378
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171611,3228,3724
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171615,3349,3679
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171621,3960,4169
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171626,3251,3868
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171630,4276,4418
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171635,4849,4757
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171640,3549,3396
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171645,3282,3390
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171649,4367,5293
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171654,4721,3996
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171659,2587,2390
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171664,5770,4034
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171669,4857,3785
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171674,3507,3408
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171679,2272,2788
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171684,3546,4228
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171689,4796,4751
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171694,3546,3427
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171700,2240,2254
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171704,3545,3438
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171709,2036,2134
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171714,3515,3408
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171719,3213,3234
https://www.e-rara.ch/zuz/i3f/v20/12895573,2293,2122
https://www.e-rara.ch/zuz/i3f/v20/12895577,2293,2122
https://www.e-rara.ch/zuz/i3f/v20/12895581,2122,2293
https://www.e-rara.ch/zuz/i3f/v20/12801078,2314,2122
https://www.e-rara.ch/zuz/i3f/v20/12801082,2143,2293
https://www.e-rara.ch/zuz/i3f/v20/12895585,2336,2127
https://www.e-rara.ch/zuz/i3f/v20/12895589,2320,2143
https://www.e-rara.ch/zuz/i3f/v20/12801086,2304,2154
https://www.e-rara.ch/zuz/i3f/v20/12895593,2288,2133
https://www.e-rara.ch/zuz/i3f/v20/12895597,2293,2143
https://www.e-rara.ch/zuz/i3f/v20/12801090,2266,2111
https://www.e-rara.ch/zuz/i3f/v20/12895601,2111,2288
https://www.e-rara.ch/zuz/i3f/v20/12895605,2298,2117
https://www.e-rara.ch/zuz/i3f/v20/12895609,2277,2117
https://www.e-rara.ch/zuz/i3f/v20/12895613,2288,2143
https://www.e-rara.ch/zuz/i3f/v20/12895617,2298,2165
https://www.e-rara.ch/zuz/i3f/v20/12895621,2101,2261
https://www.e-rara.ch/zuz/i3f/v20/12895625,2133,2320
https://www.e-rara.ch/zuz/i3f/v20/12895629,2127,2266
https://www.e-rara.ch/zuz/i3f/v20/12895633,2293,2138
https://www.e-rara.ch/zuz/i3f/v20/12895637,2293,2138
https://www.e-rara.ch/zuz/i3f/v20/12895645,2298,2111
https://www.e-rara.ch/zuz/i3f/v20/12847216,2298,2149
https://www.e-rara.ch/zuz/i3f/v20/12847220,2298,2122
https://www.e-rara.ch/zuz/i3f/v20/12847224,2293,2127
https://www.e-rara.ch/zuz/i3f/v20/12847228,2282,2111
https://www.e-rara.ch/zuz/i3f/v20/12847232,2288,2159
https://www.e-rara.ch/zuz/i3f/v20/12847236,2309,2122
https://www.e-rara.ch/zuz/i3f/v20/12847240,2272,2122
https://www.e-rara.ch/zuz/i3f/v20/12847244,2288,2138
https://www.e-rara.ch/zuz/i3f/v20/12847248,2138,2277
https://www.e-rara.ch/zuz/i3f/v20/12847252,2101,2277
https://www.e-rara.ch/zuz/i3f/v20/12847256,2288,2111
https://www.e-rara.ch/zuz/i3f/v20/12847260,2298,2111
https://www.e-rara.ch/zuz/i3f/v20/12493990,2261,2149
https://www.e-rara.ch/zuz/i3f/v20/12493995,2378,2165
https://www.e-rara.ch/zuz/i3f/v20/12494000,2250,2170
https://www.e-rara.ch/zuz/i3f/v20/12847264,2245,2074
https://www.e-rara.ch/zuz/i3f/v20/12847268,2256,2079
https://www.e-rara.ch/zuz/i3f/v20/12494005,2250,2127
https://www.e-rara.ch/zuz/i3f/v20/12494010,2117,2272
https://www.e-rara.ch/zuz/i3f/v20/12494014,2304,2143
https://www.e-rara.ch/zuz/i3f/v20/12494019,2293,2090
https://www.e-rara.ch/zuz/i3f/v20/12494024,2293,1999
https://www.e-rara.ch/zuz/i3f/v20/12494029,2277,2138
https://www.e-rara.ch/zuz/i3f/v20/12494034,2293,2138
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171729,3575,3453
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171739,3575,3453
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171744,3354,4378
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171764,4012,4881
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171769,3522,3430
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171779,4110,4237
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171789,3854,3287
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171794,2791,2714
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171799,3537,3445
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171804,3160,3195
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171809,3369,3566
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171813,3371,3581
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171818,3552,3423
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171823,3522,3415
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171829,3635,3249
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171833,2504,2631
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171843,2593,2716
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1171848,2497,2702
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172383,2587,2375
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172388,3454,3498
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172392,2014,2496
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172397,3507,3528
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172402,3318,2993
https://www.e-rara.ch/zuz/i3f/v20/12847272,2106,2314
https://www.e-rara.ch/zuz/i3f/v20/12494039,2122,2309
https://www.e-rara.ch/zuz/i3f/v20/12494044,2298,2159
https://www.e-rara.ch/zuz/i3f/v20/12847276,2304,2186
https://www.e-rara.ch/zuz/i3f/v20/12494048,2133,2298
https://www.e-rara.ch/zuz/i3f/v20/12494053,2304,2149
https://www.e-rara.ch/zuz/i3f/v20/12847280,2256,2090
https://www.e-rara.ch/zuz/i3f/v20/12494057,2277,2133
https://www.e-rara.ch/zuz/i3f/v20/12494062,2250,2101
https://www.e-rara.ch/zuz/i3f/v20/12494067,2138,2304
https://www.e-rara.ch/zuz/i3f/v20/12494072,2298,2138
https://www.e-rara.ch/zuz/i3f/v20/12494077,2314,2149
https://www.e-rara.ch/zuz/i3f/v20/12494081,2282,2122
https://www.e-rara.ch/zuz/i3f/v20/12494091,2282,2106
https://www.e-rara.ch/zuz/i3f/v20/12494096,2127,2314
https://www.e-rara.ch/zuz/i3f/v20/12847284,2095,2277
https://www.e-rara.ch/zuz/i3f/v20/12494101,2138,2368
https://www.e-rara.ch/zuz/i3f/v20/12494105,2122,2304
https://www.e-rara.ch/zuz/i3f/v20/12494109,1948,2274
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1772300,7628,6351
https://www.e-rara.ch/zuz/i3f/v20/12494113,2304,2138
https://www.e-rara.ch/zuz/i3f/v20/12494117,2314,2143
https://www.e-rara.ch/zuz/i3f/v20/12494122,2261,2117
https://www.e-rara.ch/zuz/i3f/v20/12494127,2320,2149
https://www.e-rara.ch/zuz/i3f/v20/12494131,2304,2170
https://www.e-rara.ch/zuz/i3f/v20/12494136,2288,2143
https://www.e-rara.ch/zuz/i3f/v20/12494141,2266,2101
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172412,2070,1774
https://www.e-rara.ch/zuz/i3f/v20/12494145,2282,2133
https://www.e-rara.ch/zuz/i3f/v20/12494149,2325,2154
https://www.e-rara.ch/zuz/i3f/v20/12494154,2304,2154
https://www.e-rara.ch/zuz/i3f/v20/12494159,2293,1985
https://www.e-rara.ch/zuz/i3f/v20/11258706,4941,4365
https://www.e-rara.ch/zuz/i3f/v20/12494163,2282,1928
https://www.e-rara.ch/zuz/i3f/v20/12494168,3637,3722
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172417,7624,6092
https://www.e-rara.ch/zuz/i3f/v20/12847288,2309,2138
https://www.e-rara.ch/zuz/i3f/v20/12847292,2320,2175
https://www.e-rara.ch/zuz/i3f/v20/12847296,2304,2117
https://www.e-rara.ch/zuz/i3f/v20/12847300,2320,2143
https://www.e-rara.ch/zuz/i3f/v20/12847304,2304,2127
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172422,3507,3521
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172428,4080,3943
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172433,3522,3619
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172437,3492,3521
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172442,3590,3212
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172447,5120,3495
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172452,3857,3367
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172457,4736,4358
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172462,4510,4433
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172472,3522,3536
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172477,3070,3536
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172482,3598,2734
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172487,3499,3559
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172492,3499,3551
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172497,3522,3528
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172502,3334,3408
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172507,3854,3302
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172512,3189,3559
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172518,3507,4358
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172522,2496,2845
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172527,3432,3619
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172532,2594,3121
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172538,3447,3611
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172542,3560,3468
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172547,2278,2360
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172552,6350,5413
https://www.e-rara.ch/zuz/i3f/v20/12847308,2154,2309
https://www.e-rara.ch/zuz/i3f/v20/12847312,2154,2293
https://www.e-rara.ch/zuz/i3f/v20/12847316,2138,2330
https://www.e-rara.ch/zuz/i3f/v20/12847320,2314,2138
https://www.e-rara.ch/zuz/i3f/v20/12847324,2288,2138
https://www.e-rara.ch/zuz/i3f/v20/12847332,2288,2165
https://www.e-rara.ch/zuz/i3f/v20/12847336,2330,2149
https://www.e-rara.ch/zuz/i3f/v20/12847340,2223,1913
https://www.e-rara.ch/zuz/i3f/v20/12847344,2314,2143
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172572,3187,3109
https://www.e-rara.ch/zuz/i3f/v20/12801094,2304,2159
https://www.e-rara.ch/zuz/i3f/v20/12847352,2325,2143
https://www.e-rara.ch/zuz/i3f/v20/12847356,2240,1965
https://www.e-rara.ch/zuz/i3f/v20/12847360,2304,2143
https://www.e-rara.ch/zuz/i3f/v20/12847364,2304,2143
https://www.e-rara.ch/zuz/i3f/v20/12847368,2304,2138
https://www.e-rara.ch/zuz/i3f/v20/12847372,2288,2111
https://www.e-rara.ch/zuz/i3f/v20/12847376,2288,2117
https://www.e-rara.ch/zuz/i3f/v20/12847380,2257,1946
https://www.e-rara.ch/zuz/i3f/v20/12847384,2293,2117
https://www.e-rara.ch/zuz/i3f/v20/12847388,2309,2117
https://www.e-rara.ch/zuz/i3f/v20/12847392,2293,2127
https://www.e-rara.ch/zuz/i3f/v20/12847396,2269,1955
https://www.e-rara.ch/zuz/i3f/v20/12847400,2282,2117
https://www.e-rara.ch/zuz/i3f/v20/12847404,2325,2143
https://www.e-rara.ch/zuz/i3f/v20/12847408,2293,2127
https://www.e-rara.ch/zuz/i3f/v20/12847412,2304,2127
https://www.e-rara.ch/zuz/i3f/v20/12847416,2325,2127
https://www.e-rara.ch/zuz/i3f/v20/12847420,2320,2149
https://www.e-rara.ch/zuz/i3f/v20/12847424,2288,2122
https://www.e-rara.ch/zuz/i3f/v20/12847428,2261,2090
https://www.e-rara.ch/zuz/i3f/v20/12847432,2288,2133
https://www.e-rara.ch/zuz/i3f/v20/12847436,2143,2314
https://www.e-rara.ch/zuz/i3f/v20/12847440,2133,2282
https://www.e-rara.ch/zuz/i3f/v20/12847444,2288,2111
https://www.e-rara.ch/zuz/i3f/v20/12847448,2304,2154
https://www.e-rara.ch/zuz/i3f/v20/12847452,2298,2117
https://www.e-rara.ch/zuz/i3f/v20/12847456,2298,2138
https://www.e-rara.ch/zuz/i3f/v20/12847460,2314,2133
https://www.e-rara.ch/zuz/i3f/v20/12847464,2266,2122
https://www.e-rara.ch/zuz/i3f/v20/12847468,2117,2298
https://www.e-rara.ch/zuz/i3f/v20/12847472,2325,2111
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172577,3326,3325
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172582,3515,3536
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172587,3582,3445
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172592,3575,3461
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172597,3371,3566
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172602,3062,2744
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172606,3530,3423
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172611,4616,4328
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172616,2941,3596
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172621,4812,3604
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1172626,3522,3272
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173665,2533,2147
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173670,3546,3651
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173675,3503,3576
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173680,6347,5771
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173685,5018,3653
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173690,3268,3195
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173695,3371,3218
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173700,4963,5097
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173706,5124,3218
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173710,2104,2021
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173715,1712,1689
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173720,3039,2654
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173725,2285,2767
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173730,4963,5104
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173735,3115,2676
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173740,2798,2646
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173745,3952,3302
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173750,3515,3513
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173755,2511,2480
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173760,6347,5727
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173765,6416,5811
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173770,6347,5715
https://www.e-rara.ch/zuz/i3f/v20/11273468,4604,4866
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173775,3507,3559
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173780,3205,3445
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173785,3439,3551
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173790,2549,2631
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173795,2089,2571
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173800,2089,2571
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173805,1850,2088
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173810,3552,3423
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173815,3530,3438
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173820,3590,3468
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173825,3613,3476
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173830,2979,2872
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173835,3575,3483
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173840,3545,3445
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173845,3530,3438
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173850,3613,3498
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173854,3590,3491
https://www.e-rara.ch/zuz/i3f/v20/12494173,2314,2127
https://www.e-rara.ch/zuz/i3f/v20/12494179,2288,2095
https://www.e-rara.ch/zuz/i3f/v20/12494183,2336,2149
https://www.e-rara.ch/zuz/i3f/v20/12494187,2288,2106
https://www.e-rara.ch/zuz/i3f/v20/12494192,2106,2282
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173859,2573,2223
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173864,2573,2223
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173869,3319,3049
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173894,2906,2937
https://www.e-rara.ch/zuz/i3f/v20/12494196,2309,2106
https://www.e-rara.ch/zuz/i3f/v20/12494201,2293,2122
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1173899,2525,2159
https://www.e-rara.ch/zuz/i3f/v20/12494205,2122,2293
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174614,2489,2174
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174618,2523,2241
https://www.e-rara.ch/zuz/i3f/v20/12494210,2122,2304
https://www.e-rara.ch/zuz/i3f/v20/12494215,2202,2346
https://www.e-rara.ch/zuz/i3f/v20/12494220,2111,2309
https://www.e-rara.ch/zuz/i3f/v20/12567028,2127,2320
https://www.e-rara.ch/zuz/i3f/v20/12567032,2159,2304
https://www.e-rara.ch/zuz/i3f/v20/12567036,2277,2106
https://www.e-rara.ch/zuz/i3f/v20/12567040,2320,2149
https://www.e-rara.ch/zuz/i3f/v20/12847476,2261,2085
https://www.e-rara.ch/zuz/i3f/v20/12567044,2304,2111
https://www.e-rara.ch/zuz/i3f/v20/12567048,2309,2133
https://www.e-rara.ch/zuz/i3f/v20/12567052,2288,2106
https://www.e-rara.ch/zuz/i3f/v20/12567056,2277,2117
https://www.e-rara.ch/zuz/i3f/v20/12567060,2314,2133
https://www.e-rara.ch/zuz/i3f/v20/12567064,2298,2133
https://www.e-rara.ch/zuz/i3f/v20/12567068,2133,2314
https://www.e-rara.ch/zuz/i3f/v20/12567072,2133,2320
https://www.e-rara.ch/zuz/i3f/v20/12567076,2117,2304
https://www.e-rara.ch/zuz/i3f/v20/12847480,2256,2095
https://www.e-rara.ch/zuz/i3f/v20/12847484,2256,2090
https://www.e-rara.ch/zuz/i3f/v20/12567080,2325,2133
https://www.e-rara.ch/zuz/i3f/v20/12581245,2304,2117
https://www.e-rara.ch/zuz/i3f/v20/12581249,2330,2127
https://www.e-rara.ch/zuz/i3f/v20/12581253,2256,2127
https://www.e-rara.ch/zuz/i3f/v20/12581257,2320,2143
https://www.e-rara.ch/zuz/i3f/v20/12847488,2298,2133
https://www.e-rara.ch/zuz/i3f/v20/12847492,2266,2090
https://www.e-rara.ch/zuz/i3f/v20/12847496,2272,2079
https://www.e-rara.ch/zuz/i3f/v20/12581261,2309,2117
https://www.e-rara.ch/zuz/i3f/v20/12581265,2304,2127
https://www.e-rara.ch/zuz/i3f/v20/12581269,2288,2127
https://www.e-rara.ch/zuz/i3f/v20/12581273,2288,2117
https://www.e-rara.ch/zuz/i3f/v20/12581277,2304,2127
https://www.e-rara.ch/zuz/i3f/v20/12581281,2309,2133
https://www.e-rara.ch/zuz/i3f/v20/12581285,2304,2122
https://www.e-rara.ch/zuz/i3f/v20/12581289,2122,2320
https://www.e-rara.ch/zuz/i3f/v20/12581293,2293,2133
https://www.e-rara.ch/zuz/i3f/v20/12581297,2325,2143
https://www.e-rara.ch/zuz/i3f/v20/12581301,2309,2143
https://www.e-rara.ch/zuz/i3f/v20/12847500,2309,2111
https://www.e-rara.ch/zuz/i3f/v20/12801098,2309,2122
https://www.e-rara.ch/zuz/i3f/v20/12801102,2352,2149
https://www.e-rara.ch/zuz/i3f/v20/12847504,2304,2175
https://www.e-rara.ch/zuz/i3f/v20/12847508,2336,2122
https://www.e-rara.ch/zuz/i3f/v20/12847512,2293,2122
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174623,3687,3530
https://www.e-rara.ch/zuz/i3f/v20/12847516,2293,2111
https://www.e-rara.ch/zuz/i3f/v20/12801106,2325,2111
https://www.e-rara.ch/zuz/i3f/v20/12801110,2309,2149
https://www.e-rara.ch/zuz/i3f/v20/12801114,2309,2149
https://www.e-rara.ch/zuz/i3f/v20/12801118,2293,2122
https://www.e-rara.ch/zuz/i3f/v20/12801122,2309,2149
https://www.e-rara.ch/zuz/i3f/v20/12801126,2309,2149
https://www.e-rara.ch/zuz/i3f/v20/12801130,2314,2127
https://www.e-rara.ch/zuz/i3f/v20/12801134,2309,2159
https://www.e-rara.ch/zuz/i3f/v20/12801138,2330,2127
https://www.e-rara.ch/zuz/i3f/v20/12801142,2330,2149
https://www.e-rara.ch/zuz/i3f/v20/12801146,2304,2149
https://www.e-rara.ch/zuz/i3f/v20/12801150,2266,2149
https://www.e-rara.ch/zuz/i3f/v20/12801154,2261,2090
https://www.e-rara.ch/zuz/i3f/v20/12801158,2261,2101
https://www.e-rara.ch/zuz/i3f/v20/12801162,2272,2127
https://www.e-rara.ch/zuz/i3f/v20/12847520,2288,2138
https://www.e-rara.ch/zuz/i3f/v20/12847524,2288,2138
https://www.e-rara.ch/zuz/i3f/v20/12801166,2277,2117
https://www.e-rara.ch/zuz/i3f/v20/12801170,2261,2122
https://www.e-rara.ch/zuz/i3f/v20/12801174,2230,1951
https://www.e-rara.ch/zuz/i3f/v20/12801178,2282,2127
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174628,3537,3445
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174633,3537,3438
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174638,3469,4848
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174643,3432,3506
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174648,3228,3596
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174658,3530,3551
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174663,3507,3551
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174668,3183,2835
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174673,2708,2729
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174678,3198,2880
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174682,2579,2518
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174687,2247,1613
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174691,3515,3498
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174696,2991,3160
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174701,3503,3544
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174706,3658,3898
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174711,3552,3151
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174716,3552,3604
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174720,3620,4124
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174725,3522,3430
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174730,3484,3559
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174735,3477,3491
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174740,2570,2256
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174745,1984,2646
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174749,4895,4787
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174754,3801,4441
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174759,4744,4757
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174764,4819,4780
https://www.e-manuscripta.ch/zuzneb/i3f/v20/1174769,2700,2594
